question,candidate answer,is correct,sent_text,sent_tags,sent_tokens,nbr_text,nbr_tags,nbr_tokens,topic1,topic2
how can I apply for branch transfer from ece to cse,Repeaters who are repeating first year are also allowed branch transfer under the above-mentioned rules.,0,0.9403126139244365,-3.8333045996385646,3.342600368645405,0.8408772917364314,-3.8333045996385646,3.342600368645405,0.5264144424213644,0.0,0.0
how can I apply for branch transfer from ece to cse,"Further, the underload of as low as 4 credits can be availed by ECE, CSAM and CSSS students in any semester of the 3rd and 4th year, while CSE, CSD and CSB students can do so only in the 8th Semester.",0,1.631586747071319,1.8204784532536746,1.631586747071319,1.631586747071319,1.8204784532536746,1.631586747071319,0.0,0.0,0.0
how can I apply for branch transfer from ece to cse,"To be eligible for transfer to Electronics and Communication Engineering (ECE) program, a student must have received a B or better grade in both Digital Circuits and Mathematics- I.",0,0.9102392266268373,1.8204784532536746,1.312668831008682,1.631586747071319,1.8204784532536746,1.312668831008682,1.0,0.0,0.0
how can I apply for branch transfer from ece to cse,"Tie Breaking Rule I - For transfer to CSE, CSAM, CSD, CSSS and CSB branches, higher grade in the order of Introduction to Programming, Maths-I, System Management, Digital Circuits, Communication Skills.",0,0.7213475204444817,1.8204784532536746,1.1237771248263264,2.164042561333445,1.8204784532536746,1.1237771248263264,1.0,0.0,0.0
how can I apply for branch transfer from ece to cse,"To be eligible for transfer to cse (CSE), csam (CSAM) or csd (CSD) program or csss (CSSS) program or csb (CSB) program, a student must have received a B or better grade in Introduction to Programming (IP) and Mathematics-I.",0,0.7213475204444817,1.8204784532536746,1.1237771248263264,1.631586747071319,1.8204784532536746,1.1237771248263264,1.0,0.0,0.0
what is the minimum credit requirement for graduation?,"Registration after completion of 156 credits, required for graduation, will be allowed in only one extra semester.",0,1.2247448713915892,1.743674065724943,0.7732670870699302,1.2247448713915892,1.743674065724943,0.7732670870699302,-4.599351934512649,1.3141005527178995,0.0
what is the minimum credit requirement for graduation?,"Intensive short-term courses of 2 credits are also possible, though it is expected that the duration of such a course will be no less than 3 weeks.",0,0.0,2.8853900817779268,1.4426950408889634,0.0,2.8853900817779268,1.4426950408889634,2.0,2.0,0.0
what is the minimum credit requirement for graduation?,"While taking courses in the Institute is the primary means for a student to earn credits, there may be other approved provisions for earning credit through projects, studying in other Institutions and transferring credits, etc Such provisions will be provided in these or other regulations.",0,0.0,2.8853900817779268,1.4426950408889634,0.0,2.8853900817779268,1.4426950408889634,2.0,2.0,0.0
what is the minimum credit requirement for graduation?,A student enrolled in a btech program is eligible for graduation if A student enrolled in a btech or A student enrolled in a btech:.,0,0.6213349345596119,0.6213349345596119,0.6213349345596119,0.6213349345596119,0.6213349345596119,0.6213349345596119,1.0,1.0,0.0
what is the minimum credit requirement for graduation?,The minimum duration for completing the btech program is 8 semesters (excluding the semesters in which the student took semester leave or the repeated semester or year).,0,0.0,0.7213475204444817,1.4426950408889634,0.0,0.7213475204444817,1.4426950408889634,2.0,1.0,0.0
what are the requirements to get an honours degree?,Results of students who complete the degree requirements in December may be verified and put up to the Chairman.,0,-1.2247448713915892,0.0,7.30364736008019,-1.2247448713915892,0.0,7.30364736008019,0.0,0.0,0.0
what are the requirements to get an honours degree?,"While pending the actual award of the degree in a regular convocation of the Institute, the doaa may authorize the Registrar to issue a provisional certificate to a student who completes the requirements for graduation.",0,0.45511961331341866,0.0,0.8575492176952633,0.45511961331341866,0.0,0.8575492176952633,0.0,0.0,0.0
what are the requirements to get an honours degree?,A non-degree student is a student registered for a degree in a recognized university or  institute in India or abroad and who is officially sponsored by that Institute or university to complete part of the academic requirements at IIIT-Delhi.,0,0.0,0.0,1.631586747071319,0.0,0.0,1.631586747071319,0.0,0.0,0.0
what are the requirements to get an honours degree?,An I (Incomplete) grade may be awarded in cases when all the requirements for a course are not met by the student at the time of submission of grades and it essentially reflects as an incomplete status in the Evaluation Resource Planning (ERP) system.,0,0.45511961331341866,0.0,0.45511961331341866,0.45511961331341866,0.0,0.45511961331341866,0.0,0.0,0.0
what are the requirements to get an honours degree?,The maximum duration within which the requirements must be completed is six years (12 semesters) (including the semester in which student took semester leave or the repeated semester or year).,0,0.45511961331341866,0.0,0.45511961331341866,0.45511961331341866,0.0,0.45511961331341866,0.0,0.0,0.0
when is the convocation held?,"In general, the convocation will be held in the second half of August.",0,0.8164965809277263,3.265986323710904,-0.8164965809277257,0.0,3.265986323710904,-0.8164965809277257,1.6978569090206657,0.0,0.0
when is the convocation held?,A student who has completed all graduation requirements after the latest Institute convocation will receive the degree in the upcoming convocation.,0,0.0,0.0,1.4426950408889634,0.7213475204444817,0.0,1.4426950408889634,1.0,0.0,0.0
when is the convocation held?,"The Senate recommends a student, who completes all graduation requirements, to the Board of Governors (BOG) for the award of degree in the convocation.",0,0.7213475204444817,0.0,0.7213475204444817,0.7213475204444817,0.0,0.7213475204444817,0.0,0.0,0.0
when is the convocation held?,"The academic senate of the institute will set up awards, prizes, medals etc to be given to deserving students during students btech degree including awards distributed at the time of Convocation.",0,0.7213475204444817,0.0,0.7213475204444817,0.7213475204444817,0.0,0.7213475204444817,0.0,0.0,0.0
when is the convocation held?,"While pending the actual award of the degree in a regular convocation of the Institute, the doaa may authorize the Registrar to issue a provisional certificate to a student who completes the requirements for graduation.",0,0.0,0.0,1.4426950408889634,0.7213475204444817,0.0,1.4426950408889634,0.0,0.0,0.0
when does the summer term start?,There are two regular semesters and one summer term in a year.,0,-1.224744871391589,-5.524098283755537,4.898979485566356,-1.224744871391589,-5.524098283755537,4.898979485566356,-0.8489284545103328,0.0,0.0
when does the summer term start?,Aug 21 for those who finish the requirements during the summer term Dec 21 for those who finish the requirement during the Monsoon semester.,0,0.0,2.8853900817779268,2.8853900817779268,0.0,2.8853900817779268,2.8853900817779268,0.0,0.0,0.0
when does the summer term start?,"Generally the last 10 days in mid-semester are reserved for the end-semester examination, presentations, demos, etc The summer term is about half the duration of the regular semesters, and the courses taught run at a faster pace to complete in duration of the summer term.",0,0.48089834696298783,2.8853900817779268,0.9617966939259757,0.48089834696298783,2.8853900817779268,0.9617966939259757,1.0,0.0,0.0
when does the summer term start?,"During the summer term, a student may be permitted to drop one course by the late drop date.",0,0.48089834696298783,0.48089834696298783,0.9617966939259757,0.48089834696298783,0.48089834696298783,0.9617966939259757,0.0,0.0,0.0
when does the summer term start?,"Out of to 6 credits of courses that are offered during the summer term (inclusive of SG or CW credits), for students who have completed the 2nd year of to 6 credits of courses that are offered during the summer term (inclusive of SG or CW credits) btech program, may be allowed to take up to 4 credits for IP or IS or UR or BTP.",0,0.48089834696298783,1.9235933878519513,0.9617966939259757,0.48089834696298783,1.9235933878519513,0.9617966939259757,0.0,0.0,0.0
