question,candidate answer,is correct,sent_text,sent_tags,sent_tokens,nbr_text,nbr_tags,nbr_tokens,topic1,topic2
how can I apply for branch transfer from ece to cse,Repeaters who are repeating first year are also allowed branch transfer under the above-mentioned rules.,0,0.9629799437824704,-1.942381026741257,2.2056420587851937,0.3787400209186309,-1.942381026741257,2.2056420587851937,0.3556539442089541,0.0,0.0
how can I apply for branch transfer from ece to cse,"Further, the underload of as low as 4 credits can be availed by ECE, CSAM and CSSS students in any semester of the 3rd and 4th year, while CSE, CSD and CSB students can do so only in the 8th Semester.",0,1.531574161186449,1.8204784532536746,1.531574161186449,1.531574161186449,1.8204784532536746,1.531574161186449,0.0,0.0,0.0
how can I apply for branch transfer from ece to cse,"Tie Breaking Rule I - For transfer to CSE, CSAM, CSD, CSSS and CSB branches, higher grade in the order of Introduction to Programming, Maths-I, System Management, Digital Circuits, Communication Skills.",0,0.6213349345596119,1.8204784532536746,1.0383673259838582,2.0640299754485754,1.8204784532536746,1.0383673259838582,1.0,0.0,0.0
how can I apply for branch transfer from ece to cse,"To be eligible for transfer to Electronics and Communication Engineering (ECE) program, a student must have received a B or better grade in both Digital Circuits and Mathematics- I.",0,0.9102392266268373,1.8204784532536746,1.3272716180510837,1.531574161186449,1.8204784532536746,1.3272716180510837,1.0,0.0,0.0
how can I apply for branch transfer from ece to cse,"In case of a tie in CGPA of students, below tie breaking rules will be followed for deciding transfer from one branch to another.",0,0.0,0.0,1.4426950408889634,2.0640299754485754,0.0,1.4426950408889634,1.0,0.0,0.0
what is the minimum credit requirement for graduation?,"Registration after completion of 156 credits, required for graduation, will be allowed in only one extra semester.",0,0.8164965809277261,1.8093873629199706,1.0139055042198866,0.8164965809277261,1.8093873629199706,1.0139055042198866,-3.2852513817947493,1.3141005527178995,0.0
what is the minimum credit requirement for graduation?,"Intensive short-term courses of 2 credits are also possible, though it is expected that the duration of such a course will be no less than 3 weeks.",0,0.0,2.8853900817779268,1.4426950408889634,0.0,2.8853900817779268,1.4426950408889634,2.0,2.0,0.0
what is the minimum credit requirement for graduation?,"While taking courses in the Institute is the primary means for a student to earn credits, there may be other approved provisions for earning credit through projects, studying in other Institutions and transferring credits, etc Such provisions will be provided in these or other regulations.",0,0.0,2.8853900817779268,1.4426950408889634,0.0,2.8853900817779268,1.4426950408889634,2.0,2.0,0.0
what is the minimum credit requirement for graduation?,"While pending the actual award of the degree in a regular convocation of the Institute, the doaa may authorize the Registrar to issue a provisional certificate to a student who completes the requirements for graduation.",0,0.6213349345596119,0.6213349345596119,1.0764545478730305,0.6213349345596119,0.6213349345596119,1.0764545478730305,0.0,1.0,0.0
what is the minimum credit requirement for graduation?,A student enrolled in a btech program is eligible for graduation if A student enrolled in a btech or A student enrolled in a btech:.,0,0.6213349345596119,0.6213349345596119,0.6213349345596119,0.6213349345596119,0.6213349345596119,0.6213349345596119,1.0,1.0,0.0
what are the requirements to get an honours degree?,Results of students who complete the degree requirements in December may be verified and put up to the Chairman.,0,-0.49999999999999994,0.0,7.440016886823301,-1.4999999999999998,0.0,7.440016886823301,0.0,0.0,0.0
what are the requirements to get an honours degree?,"While pending the actual award of the degree in a regular convocation of the Institute, the doaa may authorize the Registrar to issue a provisional certificate to a student who completes the requirements for graduation.",0,0.45511961331341866,0.0,0.872152004737665,0.45511961331341866,0.0,0.872152004737665,0.0,0.0,0.0
what are the requirements to get an honours degree?,A non-degree student is a student registered for a degree in a recognized university or  institute in India or abroad and who is officially sponsored by that Institute or university to complete part of the academic requirements at IIIT-Delhi.,0,0.0,0.0,1.8204784532536746,0.0,0.0,1.8204784532536746,0.0,0.0,0.0
what are the requirements to get an honours degree?,"The Senate recommends a student, who completes all graduation requirements, to the Board of Governors (BOG) for the award of degree in the convocation.",0,0.0,0.0,1.0383673259838582,0.45511961331341866,0.0,1.0383673259838582,0.0,0.0,0.0
what are the requirements to get an honours degree?,"As mentioned in the Ordinances, under extremely exceptional circumstances, where gross violation of the graduation requirements or use of dishonest means is detected at a later stage, the Senate may recommend to the Board of Governors to withdraw an already awarded degree.",0,0.0,0.0,1.0383673259838582,0.45511961331341866,0.0,1.0383673259838582,0.0,0.0,0.0
when is the convocation held?,"In general, the convocation will be held in the second half of August.",0,0.8164965809277263,3.265986323710904,-0.8164965809277257,0.0,3.265986323710904,-0.8164965809277257,1.6978569090206657,0.0,0.0
when is the convocation held?,A student who has completed all graduation requirements after the latest Institute convocation will receive the degree in the upcoming convocation.,0,0.0,0.0,1.4426950408889634,0.7213475204444817,0.0,1.4426950408889634,1.0,0.0,0.0
when is the convocation held?,"The Senate recommends a student, who completes all graduation requirements, to the Board of Governors (BOG) for the award of degree in the convocation.",0,0.7213475204444817,0.0,0.7213475204444817,0.7213475204444817,0.0,0.7213475204444817,0.0,0.0,0.0
when is the convocation held?,"The academic senate of the institute will set up awards, prizes, medals etc to be given to deserving students during students btech degree including awards distributed at the time of Convocation.",0,0.7213475204444817,0.0,0.7213475204444817,0.7213475204444817,0.0,0.7213475204444817,0.0,0.0,0.0
when is the convocation held?,"While pending the actual award of the degree in a regular convocation of the Institute, the doaa may authorize the Registrar to issue a provisional certificate to a student who completes the requirements for graduation.",0,0.0,0.0,1.4426950408889634,0.7213475204444817,0.0,1.4426950408889634,0.0,0.0,0.0
when does the summer term start?,There are two regular semesters and one summer term in a year.,0,-1.224744871391589,-4.299353412363947,4.898979485566356,-1.224744871391589,-4.299353412363947,4.898979485566356,-0.8489284545103328,0.0,0.0
when does the summer term start?,Aug 21 for those who finish the requirements during the summer term Dec 21 for those who finish the requirement during the Monsoon semester.,0,0.0,2.8853900817779268,2.8853900817779268,0.0,2.8853900817779268,2.8853900817779268,0.0,0.0,0.0
when does the summer term start?,"Generally the last 10 days in mid-semester are reserved for the end-semester examination, presentations, demos, etc The summer term is about half the duration of the regular semesters, and the courses taught run at a faster pace to complete in duration of the summer term.",0,0.48089834696298783,2.8853900817779268,0.9617966939259757,0.48089834696298783,2.8853900817779268,0.9617966939259757,1.0,0.0,0.0
when does the summer term start?,"During the summer term, a student may be permitted to drop one course by the late drop date.",0,0.48089834696298783,0.48089834696298783,0.9617966939259757,0.48089834696298783,0.48089834696298783,0.9617966939259757,0.0,0.0,0.0
when does the summer term start?,A student may register for up to 6 credits of courses that are offered during the summer term (inclusive of SG or CW credits).,0,0.48089834696298783,0.48089834696298783,0.9617966939259757,0.48089834696298783,0.48089834696298783,0.9617966939259757,0.0,0.0,0.0
